customer_id,gender,age,is_under_30,is_senior_citizen,has_partner,has_dependents,number_of_dependents
5052-pnlos,male,50,0,0,0,0,0
6979-znsff,female,48,0,0,0,0,0
2386-lahrk,male,22,1,0,0,0,0
6032-igaln,female,35,0,0,0,0,0
0516-wjvxc,female,21,1,0,0,0,0
8809-rihdd,male,47,0,0,1,0,0
4822-ngoch,female,60,0,0,0,0,0
1432-fpaxx,female,53,0,0,0,0,0
3884-hcswg,female,51,0,0,0,0,0
5077-dxtcg,female,37,0,0,0,0,0
1142-waczw,male,64,0,0,0,0,0
4892-vlanz,male,40,0,0,0,0,0
2919-hbcjo,female,36,0,0,0,0,0
4236-xpxav,female,45,0,0,1,0,0
3030-yzadt,male,57,0,0,0,0,0
7410-ktvfv,male,53,0,0,1,0,0
8393-dlhga,male,55,0,0,0,0,0
2834-spcjv,male,40,0,0,1,0,0
0587-dmgbh,female,48,0,0,0,0,0
3523-qrqll,female,22,1,0,1,0,0
0895-dqhew,male,47,0,0,1,0,0
8149-rsoun,female,49,0,0,0,0,0
7250-eqkiy,female,47,0,0,1,1,2
4013-ubxwq,female,33,0,0,0,0,0
5519-nphvg,female,53,0,0,0,0,0
8849-gyokr,female,59,0,0,1,0,0
3148-blqjt,male,33,0,0,0,0,0
0461-cvkmu,female,45,0,0,1,0,0
8806-eagwc,male,25,1,0,0,0,0
4183-wcsep,male,46,0,0,0,0,0
5498-txhlf,female,39,0,0,1,0,0
9722-ujojr,male,36,0,0,1,0,0
6772-ksatr,male,31,0,0,0,0,0
7112-opotk,male,37,0,0,0,0,0
4210-qfjmf,female,41,0,0,0,0,0
5828-avipd,male,29,1,0,1,0,0
1086-lxkfy,female,46,0,0,1,0,0
7774-ojsxi,male,53,0,0,0,0,0
7786-wbjyi,female,31,0,0,0,0,0
5016-ettff,male,46,0,0,0,0,0
3866-mdtub,female,64,0,0,0,0,0
0697-zmsws,male,19,1,0,0,0,0
7593-xfkdi,male,39,0,0,0,0,0
0337-cnpze,female,63,0,0,0,0,0
1513-xnpph,female,36,0,0,0,0,0
6347-dcuik,male,28,1,0,0,0,0
0897-fegmu,female,43,0,0,1,0,0
7663-rgwbc,male,44,0,0,0,0,0
1120-bmwub,female,36,0,0,0,0,0
9124-lhcjq,female,22,1,0,0,0,0
2235-zgkpt,female,36,0,0,1,1,1
3891-puqod,female,40,0,0,0,1,3
0689-nkylf,male,42,0,0,0,0,0
3658-kibgf,female,19,1,0,0,0,0
5519-yldgw,female,57,0,0,1,0,0
4946-edsew,female,35,0,0,1,1,3
8185-upybr,male,33,0,0,1,0,0
4585-hetai,female,25,1,0,1,0,0
7526-bezqb,male,39,0,0,0,0,0
4951-ukaaq,female,30,0,0,0,0,0
2108-ykqty,female,42,0,0,0,0,0
4918-qlliw,male,23,1,0,0,0,0
1625-jaiiy,female,42,0,0,1,0,0
2947-domlj,male,47,0,0,0,1,2
4112-lueiz,male,55,0,0,0,0,0
4510-himlv,male,50,0,0,0,0,0
5955-erihd,male,53,0,0,1,0,0
5949-ebsqk,male,44,0,0,1,1,1
7274-rtapz,male,20,1,0,0,0,0
0311-unpff,female,58,0,0,0,0,0
3834-xuifc,male,23,1,0,0,0,0
7599-fkvxz,male,54,0,0,1,0,0
8229-tniqa,female,36,0,0,0,0,0
6221-avqyl,male,37,0,0,0,0,0
7743-exurx,male,47,0,0,1,1,1
5569-kgjhx,female,63,0,0,1,0,0
7730-iutdz,male,63,0,0,0,0,0
0426-tirne,female,54,0,0,0,0,0
7587-rznme,male,23,1,0,0,0,0
0748-rdggm,male,38,0,0,1,0,0
3746-eubyr,male,63,0,0,1,0,0
2332-efbjy,male,35,0,0,0,0,0
9474-phlyd,female,25,1,0,0,0,0
2165-voegb,female,23,1,0,0,0,0
2219-mvuso,male,59,0,0,0,0,0
8914-rbtsb,male,62,0,0,1,0,0
0963-zbdrn,male,45,0,0,0,0,0
7594-rqhxr,female,20,1,0,0,0,0
6331-ewieb,male,49,0,0,0,0,0
5998-vvejy,male,34,0,0,0,0,0
4317-vteoa,male,61,0,0,0,0,0
1670-svowz,female,57,0,0,1,0,0
7541-ylxcl,male,25,1,0,0,0,0
0260-zdlgk,female,50,0,0,0,1,2
8722-ngnbh,male,25,1,0,0,0,0
0133-bmfzo,female,40,0,0,0,0,0
6128-czomy,female,43,0,0,0,0,0
9540-jyroe,male,30,0,0,0,0,0
3656-tkrvz,female,19,1,0,0,0,0
1501-sghbw,male,34,0,0,0,0,0
3208-ypioe,male,64,0,0,0,0,0
2612-ranwt,female,24,1,0,0,0,0
2933-filnv,female,53,0,0,1,1,3
9986-bonce,female,36,0,0,0,0,0
4083-eugrj,male,37,0,0,0,0,0
6410-lefen,female,38,0,0,0,0,0
3194-orpik,female,59,0,0,1,0,0
8816-vxnzd,female,36,0,0,0,0,0
9378-fxtiz,female,50,0,0,1,0,0
1723-hkxjq,male,64,0,0,0,0,0
7825-gkxmw,female,41,0,0,0,0,0
1240-knsez,male,63,0,0,0,0,0
0836-seylu,male,64,0,0,1,0,0
3716-bdvdb,male,62,0,0,0,0,0
5899-mqzzl,female,25,1,0,0,0,0
6849-oyamu,male,56,0,0,1,0,0
6038-gcyec,female,25,1,0,0,0,0
1150-wfarn,female,59,0,0,1,0,0
3144-audbs,female,59,0,0,1,0,0
5616-prtnt,male,30,0,0,0,1,3
6688-uzpwd,female,36,0,0,1,0,0
2839-rfsqe,female,60,0,0,0,0,0
0968-gsikn,female,23,1,0,0,0,0
1965-ddbwu,male,37,0,0,0,0,0
9057-sihch,female,48,0,0,0,0,0
6771-xwbdm,female,47,0,0,1,0,0
8601-qacrs,female,54,0,0,0,0,0
2645-qtlmb,male,22,1,0,0,0,0
4806-hipdw,female,64,0,0,1,0,0
8443-zrdbz,male,62,0,0,0,0,0
9136-alybr,male,44,0,0,0,0,0
7479-nitws,male,35,0,0,0,0,0
2959-mjhic,male,60,0,0,1,0,0
5960-wpxqm,male,24,1,0,0,0,0
0684-aosih,male,42,0,0,1,0,0
8260-ngfny,female,29,1,0,0,0,0
1725-iqniy,male,34,0,0,1,0,0
6598-rffvi,male,56,0,0,0,0,0
8614-vgmmv,female,33,0,0,0,0,0
2930-uotmb,female,29,1,0,0,0,0
2533-qvmsk,male,46,0,0,1,0,0
8625-azyzy,male,51,0,0,1,0,0
9306-cpcbc,female,44,0,0,0,0,0
2656-tabeh,male,57,0,0,1,0,0
2325-zusfd,female,46,0,0,1,0,0
3932-cmdtd,female,29,1,0,0,0,0
3594-uvona,female,27,1,0,0,0,0
0004-tlhlj,male,50,0,0,0,0,0
5089-ifsdp,female,39,0,0,1,0,0
4817-vyyws,female,21,1,0,0,0,0
5299-sjczt,male,57,0,0,0,0,0
2898-lsjgd,female,30,0,0,1,0,0
7359-ptsxy,male,36,0,0,0,0,0
4503-bdxbd,male,41,0,0,0,0,0
6086-esgrl,female,53,0,0,0,0,0
3886-certz,female,57,0,0,1,0,0
5759-rcvcb,female,20,1,0,0,0,0
6372-rfvns,female,55,0,0,1,0,0
0991-brrfb,male,31,0,0,0,0,0
6319-iejwj,male,63,0,0,1,0,0
9025-aomki,female,42,0,0,0,0,0
5275-sqeiz,male,64,0,0,0,0,0
7716-ytyhg,female,41,0,0,1,0,0
4390-kyulv,male,41,0,0,1,0,0
8945-grkhx,female,41,0,0,0,0,0
6959-uwkhf,male,47,0,0,0,0,0
3815-slmef,female,26,1,0,0,0,0
5154-vekbl,female,30,0,0,0,0,0
4587-vvtox,female,23,1,0,1,0,0
4652-nnhny,male,32,0,0,1,0,0
8515-octjs,female,61,0,0,0,0,0
5261-qshqm,female,31,0,0,0,0,0
8868-wozgu,male,33,0,0,0,0,0
1334-fjsvr,male,64,0,0,0,0,0
7625-xcqrh,female,48,0,0,0,0,0
1731-tviuk,female,47,0,0,0,0,0
0618-xwmss,male,60,0,0,0,0,0
2565-jslry,male,21,1,0,0,0,0
6689-kxgbo,female,36,0,0,0,0,0
6615-nggzj,male,56,0,0,0,0,0
4255-dduou,female,47,0,0,1,1,3
2984-miizl,male,51,0,0,0,0,0
5590-yrfjt,female,44,0,0,1,0,0
3677-tnkio,female,27,1,0,0,0,0
3329-wdiok,female,56,0,0,0,0,0
2873-zliwt,female,64,0,0,1,0,0
3415-taile,female,21,1,0,1,1,2
1915-iofgu,female,53,0,0,0,0,0
3045-xetsh,female,34,0,0,0,0,0
7239-hzzcx,male,21,1,0,0,0,0
7683-cbdkj,male,42,0,0,1,1,1
0628-cnqrm,male,49,0,0,1,0,0
7665-toald,female,25,1,0,0,0,0
0112-qwpnc,male,61,0,0,1,0,0
2777-phdei,female,20,1,0,0,0,0
1196-amora,male,63,0,0,0,0,0
4282-ymkna,female,55,0,0,0,0,0
5356-rhipp,male,38,0,0,0,0,0
0746-jtrfu,male,22,1,0,0,0,0
4628-cttla,male,23,1,0,0,0,0
2876-vbbbl,female,64,0,0,0,0,0
6834-nxdca,female,30,0,0,0,0,0
5597-glbuc,female,48,0,0,0,0,0
2748-myrvk,female,22,1,0,0,0,0
4822-ycxmx,male,64,0,0,0,0,0
9821-pootn,male,48,0,0,1,0,0
3663-mitlp,female,43,0,0,0,0,0
9025-zrpvr,male,59,0,0,0,0,0
3285-ucqvc,female,31,0,0,0,0,0
3737-gcspv,female,60,0,0,1,0,0
4088-yldsu,male,21,1,0,1,0,0
5797-apwzc,female,41,0,0,0,0,0
3683-qkiue,female,51,0,0,0,0,0
4228-zgyuw,male,42,0,0,0,0,0
3519-zkxgg,female,61,0,0,1,0,0
6416-tvaih,male,39,0,0,1,0,0
5108-adxwo,male,30,0,0,0,0,0
3066-rrjio,female,29,1,0,0,0,0
6715-ofdbp,male,52,0,0,0,0,0
1567-dscic,male,59,0,0,0,0,0
2150-uwtfy,female,21,1,0,1,1,3
2683-bpjso,male,37,0,0,1,0,0
2157-mxbjs,male,20,1,0,1,0,0
1087-udsih,female,38,0,0,0,0,0
5445-pzwgx,male,63,0,0,0,0,0
9170-cckou,male,62,0,0,1,0,0
1043-ycute,male,19,1,0,1,0,0
3814-mlaxc,female,58,0,0,0,0,0
1226-udfzr,female,26,1,0,0,0,0
7734-dboai,female,42,0,0,1,1,2
2114-mgina,female,57,0,0,0,0,0
4489-snojf,female,28,1,0,1,1,2
2187-lzgpl,female,36,0,0,0,0,0
9019-qvlzd,female,58,0,0,0,0,0
3707-lrwzd,female,44,0,0,0,0,0
1455-esiqh,male,44,0,0,0,0,0
2979-sxese,female,57,0,0,1,0,0
4013-tldhq,male,59,0,0,0,0,0
6121-vznqb,female,35,0,0,0,0,0
6996-knsml,female,26,1,0,0,0,0
2592-seifq,male,36,0,0,0,0,0
8642-gvwrf,female,25,1,0,1,0,0
3400-esfuw,male,28,1,0,1,0,0
2057-zblpd,female,50,0,0,1,0,0
5502-rluyv,female,42,0,0,1,0,0
9039-rbeee,male,27,1,0,0,0,0
8417-fmlzi,male,47,0,0,1,0,0
0515-ypmcw,male,42,0,0,0,0,0
0378-xszpu,male,31,0,0,1,0,0
4729-xkasr,male,56,0,0,0,1,3
5449-fibxj,male,34,0,0,1,0,0
9837-bmclm,male,39,0,0,0,0,0
0137-udeuo,female,24,1,0,0,0,0
4925-lmhok,male,29,1,0,0,0,0
1455-ugqvh,male,35,0,0,1,0,0
8280-mqrqn,female,39,0,0,0,0,0
2037-sgxhh,male,25,1,0,1,0,0
3178-feszo,female,45,0,0,0,0,0
6087-mvhjh,female,44,0,0,0,0,0
4603-janfb,male,51,0,0,0,0,0
3018-tftsu,male,44,0,0,0,0,0
4806-kexqr,male,27,1,0,0,0,0
7083-ynsky,female,22,1,0,0,0,0
7434-shxls,female,21,1,0,0,0,0
7908-qcbca,female,47,0,0,1,0,0
6711-fldfb,female,62,0,0,0,0,0
4702-ioqdc,female,58,0,0,0,0,0
6178-kfnhs,female,34,0,0,0,0,0
1264-bywms,male,40,0,0,0,0,0
9658-wyufb,female,57,0,0,0,0,0
2013-sgdxk,female,27,1,0,0,0,0
3506-lcjdc,male,52,0,0,1,1,3
3934-hxcfz,male,33,0,0,1,0,0
7666-wkron,female,39,0,0,0,0,0
4910-aqffx,male,30,0,0,1,0,0
2154-kvjff,female,42,0,0,0,0,0
9647-ergbe,female,64,0,0,1,0,0
3428-xzmaz,male,64,0,0,0,0,0
4355-hbjhh,male,49,0,0,1,0,0
0318-quuob,male,25,1,0,1,0,0
5520-fvewj,female,28,1,0,1,0,0
5572-zdxhy,female,25,1,0,0,0,0
3750-ckvkh,male,58,0,0,0,0,0
4547-kqrtm,female,60,0,0,0,0,0
4877-evatk,male,30,0,0,0,0,0
7639-supcw,female,32,0,0,0,0,0
4658-hcohw,female,52,0,0,1,0,0
3440-jpscl,female,26,1,0,0,0,0
2889-fpwrm,male,31,0,0,1,0,0
4290-bsxux,male,33,0,0,1,0,0
0325-xbfac,male,44,0,0,0,0,0
2462-xiijb,male,33,0,0,0,0,0
4760-xohvn,female,54,0,0,1,1,2
7817-boqpw,female,32,0,0,0,0,0
1853-udxbw,male,38,0,0,1,0,0
5458-cqjta,male,56,0,0,1,0,0
5219-yiptk,female,46,0,0,1,0,0
3540-rzjyu,female,21,1,0,0,0,0
2091-mjtfx,female,57,0,0,1,1,2
0883-eibti,female,23,1,0,0,0,0
7571-yxdad,female,37,0,0,0,0,0
3393-fmzpv,female,59,0,0,0,0,0
7486-ksrvi,male,56,0,0,0,0,0
8443-wvpss,male,58,0,0,1,0,0
3006-ximln,female,34,0,0,0,0,0
6305-ylbmm,male,50,0,0,0,0,0
3647-gmgdh,male,52,0,0,1,0,0
6595-cokxz,female,63,0,0,0,0,0
0362-zbzwj,male,46,0,0,0,0,0
4211-mmazn,male,41,0,0,0,0,0
4274-owwyo,male,56,0,0,0,0,0
1541-etjzo,male,58,0,0,0,0,0
4106-hadhq,male,42,0,0,1,0,0
2369-uapkz,male,43,0,0,0,0,0
0637-kvdlv,male,30,0,0,0,0,0
6633-mpwbs,male,47,0,0,0,0,0
5729-klzar,female,22,1,0,1,0,0
1582-rafml,male,26,1,0,0,0,0
8740-cryfy,male,62,0,0,0,0,0
2962-xpmcq,male,56,0,0,0,0,0
1678-fyzow,female,28,1,0,0,0,0
8627-ehgip,male,38,0,0,0,0,0
8854-ccvsq,male,58,0,0,0,0,0
0511-jteoy,female,41,0,0,0,0,0
6532-ylwsi,female,25,1,0,1,0,0
5175-aobhi,female,48,0,0,0,0,0
7270-bdioa,female,60,0,0,0,0,0
9565-jsnfm,male,39,0,0,0,0,0
0607-daahe,male,62,0,0,0,0,0
9732-kpkbw,male,49,0,0,0,0,0
9560-argqj,female,40,0,0,0,0,0
5134-ikday,female,34,0,0,1,0,0
5380-afssk,female,44,0,0,0,0,0
8714-euhjo,female,39,0,0,1,0,0
3721-cneys,female,45,0,0,0,0,0
2568-oiady,female,26,1,0,1,0,0
1193-rtslk,female,26,1,0,0,0,0
5923-gxuoc,male,37,0,0,0,0,0
4432-adrlb,male,46,0,0,0,0,0
8993-phfwd,female,62,0,0,0,0,0
1565-rhdjd,female,21,1,0,0,0,0
3765-jxvky,female,23,1,0,0,0,0
7330-wzlnc,female,25,1,0,0,0,0
6635-myyyz,female,59,0,0,0,0,0
5378-ikeeg,female,47,0,0,0,0,0
1449-xqemt,male,33,0,0,0,0,0
2626-urjfx,male,55,0,0,1,1,3
2612-rridn,male,25,1,0,0,0,0
4735-asgma,male,55,0,0,0,0,0
3669-lvwzb,male,20,1,0,0,0,0
6892-ezdtg,female,55,0,0,1,0,0
9725-scpzg,male,47,0,0,0,0,0
5884-gcymi,male,62,0,0,0,0,0
7853-gvudz,female,55,0,0,1,1,1
3943-kdree,female,48,0,0,0,0,0
9239-zbzzv,female,23,1,0,0,0,0
4398-hscjh,female,57,0,0,0,0,0
4430-uzipo,male,44,0,0,0,0,0
4855-snkmy,female,31,0,0,0,0,0
8008-hawed,male,38,0,0,0,0,0
1502-xfcvr,female,57,0,0,0,0,0
9692-tusxh,female,23,1,0,0,0,0
7912-syrqt,female,35,0,0,0,0,0
8292-tyspy,male,55,0,0,0,0,0
1867-bdvfh,male,35,0,0,1,0,0
2359-qwqul,female,35,0,0,1,0,0
9103-tcihj,female,60,0,0,0,0,0
4140-wjaww,female,57,0,0,0,0,0
6653-cbbom,female,57,0,0,0,0,0
6101-imrmm,male,53,0,0,0,0,0
8943-urtmr,female,56,0,0,0,0,0
2955-psxoe,female,48,0,0,0,0,0
7762-urzqh,male,30,0,0,1,0,0
6907-nzzij,female,54,0,0,0,0,0
2911-urefd,female,50,0,0,1,0,0
3744-zrrdz,male,25,1,0,0,0,0
1602-ijqqe,female,42,0,0,0,0,0
4628-wqcqq,male,37,0,0,0,0,0
1644-irksf,female,48,0,0,1,0,0
3705-psngl,male,49,0,0,0,0,0
2606-rmdhz,male,47,0,0,0,0,0
6861-okbce,female,62,0,0,0,1,3
9940-rhlfb,female,53,0,0,0,0,0
1383-ezrwl,female,62,0,0,0,0,0
4759-trplw,male,40,0,0,0,0,0
8563-iioxk,male,24,1,0,1,0,0
2982-vpsgi,female,64,0,0,1,0,0
8199-zllsa,male,53,0,0,0,0,0
4625-ewptf,male,55,0,0,0,0,0
5980-noplp,female,19,1,0,1,0,0
9874-qlclh,female,38,0,0,1,0,0
6000-apylu,male,39,0,0,0,0,0
0947-idhrq,female,21,1,0,0,0,0
9048-jvyvf,male,48,0,0,0,0,0
1902-xbtfb,male,39,0,0,0,0,0
2794-ximmo,male,61,0,0,1,0,0
8382-shqeh,female,58,0,0,1,0,0
2983-zanrp,female,27,1,0,1,0,0
7845-urhjn,female,24,1,0,1,0,0
3034-zbeqn,female,31,0,0,1,0,0
0302-joivn,female,47,0,0,1,0,0
5366-ijeqj,male,20,1,0,0,0,0
1981-inrfu,female,44,0,0,0,0,0
4971-puyqo,female,48,0,0,0,0,0
1527-sxdpn,male,63,0,0,1,0,0
8634-cilsz,male,52,0,0,0,0,0
6682-qjdgb,male,20,1,0,0,1,1
8780-ixsts,female,53,0,0,0,0,0
9530-ehpoh,male,60,0,0,0,0,0
0345-hkjvm,female,43,0,0,0,0,0
3049-solay,female,21,1,0,1,0,0
3235-etoob,male,51,0,0,1,0,0
8058-intph,female,57,0,0,0,0,0
8821-xnhvz,female,53,0,0,1,0,0
5940-nfxkv,male,59,0,0,1,0,0
8053-wwdro,female,62,0,0,1,0,0
9564-kclhr,male,58,0,0,0,0,0
2082-ceflt,male,31,0,0,0,0,0
1213-ngcun,female,49,0,0,0,0,0
5688-kztsn,male,59,0,0,1,1,3
2894-qojrx,female,19,1,0,1,0,0
3143-jqegi,female,52,0,0,1,0,0
6386-szzkh,female,38,0,0,1,0,0
3521-syvor,female,26,1,0,0,0,0
9526-jawyf,male,49,0,0,0,0,0
5649-vukmc,female,61,0,0,0,0,0
9050-qlroh,male,26,1,0,0,0,0
0877-sdmbn,female,20,1,0,0,0,0
8065-ykxkd,female,39,0,0,0,0,0
9637-eiheq,female,20,1,0,0,0,0
9689-ptnpg,male,42,0,0,0,0,0
9465-rwmxl,male,62,0,0,1,0,0
2362-ibooy,male,22,1,0,0,0,0
0843-wtbxe,male,38,0,0,0,0,0
5515-idejj,male,46,0,0,1,1,1
5376-deqcp,female,48,0,0,0,0,0
9095-hfafx,female,61,0,0,0,0,0
2379-enzgv,male,61,0,0,0,0,0
2722-vojql,male,30,0,0,0,0,0
7394-fkdnk,female,62,0,0,1,0,0
6331-lwdtq,male,49,0,0,0,0,0
1597-fzreh,female,39,0,0,0,0,0
0727-iwkvk,male,35,0,0,1,0,0
3512-izikn,female,57,0,0,1,0,0
6141-ooxuq,male,43,0,0,0,0,0
7503-zguzj,male,25,1,0,0,0,0
8718-ptmez,female,46,0,0,0,0,0
2207-obznx,male,56,0,0,0,0,0
6142-vsjqo,female,27,1,0,1,1,3
6437-ukhmv,female,31,0,0,0,0,0
1114-cenim,male,43,0,0,0,1,2
6289-cpnld,male,33,0,0,1,0,0
5536-slhpm,female,38,0,0,1,0,0
2696-nartr,male,40,0,0,0,0,0
7614-qvwql,male,57,0,0,1,0,0
1809-dmjhq,female,56,0,0,0,1,1
6923-efpnl,male,39,0,0,0,0,0
9574-rkjif,male,52,0,0,1,0,0
2619-wfqwu,female,34,0,0,0,0,0
0778-nella,male,43,0,0,0,0,0
4614-nuvzd,female,53,0,0,0,0,0
3803-kmqfw,female,25,1,0,1,1,2
6804-gdmoi,female,39,0,0,0,0,0
9572-mtilt,male,47,0,0,1,0,0
9611-ctwih,female,56,0,0,0,0,0
0329-gtiaj,female,40,0,0,0,0,0
6629-cztth,male,62,0,0,0,0,0
5364-evnib,male,61,0,0,0,0,0
5087-suurx,female,46,0,0,1,0,0
4929-bstrx,female,61,0,0,0,0,0
2225-zrgsg,female,38,0,0,1,0,0
5271-ynwvr,male,48,0,0,1,0,0
6330-jklpc,male,42,0,0,1,0,0
4667-ohgkg,male,61,0,0,0,0,0
1660-hsooq,male,60,0,0,0,0,0
7253-uvndw,female,52,0,0,0,0,0
7228-omtpn,male,32,0,0,0,0,0
2344-jmogn,male,54,0,0,1,0,0
3799-isuzq,male,49,0,0,1,0,0
1794-hbqtj,female,22,1,0,0,0,0
4818-drbqt,male,29,1,0,1,0,0
1320-htrdr,female,30,0,0,0,0,0
1493-amtie,male,28,1,0,0,0,0
6424-eleyh,female,39,0,0,1,0,0
4391-reshn,male,49,0,0,0,0,0
6821-buxux,female,28,1,0,0,0,0
9801-gdwgv,female,52,0,0,0,0,0
2320-jrsde,female,33,0,0,1,1,1
0601-wzhjf,male,53,0,0,1,0,0
5143-wmwog,male,62,0,0,0,0,0
5393-rxqsz,male,40,0,0,0,0,0
0231-lxvap,male,23,1,0,0,0,0
9444-jtxhz,male,53,0,0,1,0,0
5510-boiuj,male,35,0,0,0,1,7
4471-kxauh,female,58,0,0,1,0,0
7638-qvmvy,female,63,0,0,0,0,0
3244-dcjwy,female,27,1,0,0,0,0
7812-fzhpe,female,31,0,0,1,1,2
4797-axpxk,female,64,0,0,0,1,2
5229-prwkt,male,47,0,0,0,0,0
5057-lcoui,female,35,0,0,0,0,0
0156-fvpta,male,48,0,0,1,0,0
1984-fcowb,female,21,1,0,1,0,0
0654-hmshn,male,45,0,0,1,0,0
5196-sgoak,female,39,0,0,0,0,0
6108-oqzdq,female,21,1,0,1,0,0
0363-qjvfx,male,22,1,0,0,0,0
9840-dvndc,male,45,0,0,0,0,0
8042-jvnfh,male,23,1,0,0,0,0
3374-lxdev,female,42,0,0,0,0,0
5049-glyvg,male,56,0,0,0,0,0
5883-gtgvd,male,54,0,0,0,0,0
4817-qrjsx,female,46,0,0,0,0,0
9985-mwvix,female,53,0,0,0,0,0
2237-zfsmy,female,29,1,0,0,0,0
6711-vtnre,female,42,0,0,0,0,0
4548-sdbke,female,26,1,0,0,0,0
8066-poxgx,female,28,1,0,0,0,0
4143-oobwz,male,33,0,0,1,0,0
7854-ektjl,female,31,0,0,0,1,5
9102-iayht,female,29,1,0,1,0,0
3422-lyepq,male,57,0,0,1,0,0
4361-jeivl,male,29,1,0,0,1,3
9507-exltt,female,30,0,0,1,0,0
9846-gkxas,female,53,0,0,0,0,0
6017-pplpx,male,47,0,0,1,0,0
4581-sspwd,female,63,0,0,0,0,0
0378-nhqxu,female,31,0,0,1,0,0
4512-zuiyl,female,31,0,0,0,0,0
7969-aulmz,female,63,0,0,0,0,0
0568-onfpc,male,34,0,0,1,1,1
0733-vunuw,male,43,0,0,0,0,0
4550-evxny,female,52,0,0,0,0,0
2968-ssgaa,female,41,0,0,0,0,0
6777-tghtm,female,44,0,0,0,0,0
3538-wzphd,male,46,0,0,0,0,0
8610-wfcjf,female,53,0,0,1,0,0
4905-jefdw,male,39,0,0,0,0,0
7881-inrlc,male,34,0,0,0,0,0
0117-lfrmw,male,52,0,0,1,1,1
4786-uksnz,male,45,0,0,0,0,0
4192-gorjt,male,43,0,0,1,0,0
7240-etptr,female,51,0,0,1,0,0
2202-cuyxz,male,25,1,0,0,0,0
5995-oiglp,male,42,0,0,0,0,0
6261-rcvns,female,22,1,0,0,0,0
7951-qkzpl,female,21,1,0,1,0,0
3640-phqxk,female,54,0,0,0,0,0
8019-enhxu,male,50,0,0,1,0,0
9033-eoxwv,female,57,0,0,0,0,0
1522-vvdmg,male,25,1,0,1,0,0
9185-tqcvp,male,27,1,0,1,0,0
8063-rjynf,male,27,1,0,0,0,0
0687-zvthb,male,24,1,0,1,0,0
9661-acxbs,female,26,1,0,0,0,0
3727-rjmeo,male,34,0,0,1,0,0
5685-iixly,female,54,0,0,1,0,0
4250-zbwlv,male,24,1,0,0,0,0
5095-aeskg,female,33,0,0,1,0,0
1871-mowrm,male,57,0,0,1,0,0
2027-oaqqc,female,64,0,0,0,0,0
1555-djeqw,female,21,1,0,1,0,0
0519-xuzju,female,56,0,0,0,0,0
6338-avwcy,male,19,1,0,0,0,0
9445-szlch,female,39,0,0,1,0,0
7568-podml,male,34,0,0,0,0,0
5349-iecld,male,61,0,0,0,0,0
3945-gfwql,female,33,0,0,0,1,1
3797-vtidr,male,55,0,0,1,0,0
9526-bihhd,male,30,0,0,0,0,0
4523-wxcef,female,21,1,0,1,0,0
8364-trmmk,female,51,0,0,0,0,0
3063-qfszl,female,37,0,0,0,0,0
9249-fxsck,female,20,1,0,0,0,0
5493-sdrdq,male,19,1,0,0,0,0
0871-uruwo,male,36,0,0,1,0,0
0870-vemyl,female,34,0,0,0,0,0
3982-xwfzq,female,30,0,0,1,0,0
4009-alqfh,female,35,0,0,0,0,0
3627-fcrdw,female,49,0,0,0,0,0
7562-gsuhk,female,40,0,0,0,0,0
4903-uyavb,male,53,0,0,1,0,0
6776-tlwoi,male,29,1,0,0,0,0
4077-cromm,female,51,0,0,1,0,0
2868-mzagq,male,49,0,0,0,0,0
4847-qnoka,female,30,0,0,0,0,0
6379-rxjrq,male,42,0,0,1,0,0
8650-rhrke,male,27,1,0,0,0,0
0475-rijep,male,47,0,0,0,0,0
1260-ttrxi,male,64,0,0,0,0,0
4789-kwmxn,male,42,0,0,1,0,0
2867-uimss,male,24,1,0,0,0,0
8111-rkspx,male,20,1,0,0,0,0
1585-mqssu,male,36,0,0,0,0,0
8559-cizfv,male,34,0,0,1,0,0
7547-eknfs,male,37,0,0,1,0,0
2575-gfsoe,female,25,1,0,1,0,0
2842-jtccu,male,27,1,0,0,0,0
9681-oxgvc,female,54,0,0,0,0,0
7153-oanio,male,48,0,0,0,0,0
6521-yytyi,male,59,0,0,0,0,0
8878-hmwbv,male,47,0,0,0,0,0
3751-ktzel,female,62,0,0,0,0,0
0328-grpmv,female,43,0,0,0,0,0
4195-smmnx,male,62,0,0,0,0,0
6956-smucm,female,29,1,0,0,0,0
3223-wzwjm,male,36,0,0,0,0,0
9053-jzfkv,male,25,1,0,0,0,0
2530-endwq,female,55,0,0,1,0,0
6615-zgedr,male,42,0,0,0,0,0
9250-wypll,female,20,1,0,0,0,0
2754-xbhtb,female,40,0,0,0,0,0
7055-vkgda,male,31,0,0,0,0,0
0754-ukwqp,male,63,0,0,0,0,0
7493-tpuwz,male,64,0,0,0,0,0
1577-hktfg,female,42,0,0,1,0,0
8752-stivr,female,61,0,0,0,0,0
4558-fantw,female,30,0,0,1,0,0
7623-trnqn,male,34,0,0,0,1,1
9330-ijwio,female,54,0,0,0,0,0
1842-ezjmk,male,28,1,0,1,0,0
8079-xrjrs,male,39,0,0,1,0,0
8073-ijdcm,female,44,0,0,0,0,0
2869-adawr,female,41,0,0,0,0,0
9894-ezewg,female,31,0,0,0,0,0
7851-flggq,male,49,0,0,0,0,0
0637-ubjrp,male,40,0,0,1,0,0
0940-ouqec,male,54,0,0,0,0,0
0702-pgibz,male,28,1,0,0,0,0
1963-vaukv,female,31,0,0,0,0,0
