customer_id,has_referred_a_friend,number_of_referrals,has_phone_service,has_multiple_lines,has_internet_service,internet_service_type,has_online_security,has_online_backup,avg_monthly_long_distance_charges,avg_monthly_gb_download,has_device_protection,has_tech_support,has_tv,has_movies,has_music,has_unlimited_data
7627-jkiaz,0,0,1,1,1,fiber optic,0,0,37.49,29,1,0,0,0,0,1
4081-dyxav,0,0,0,0,1,dsl,0,0,0.0,48,0,0,1,1,1,1
0927-lcsmg,0,0,1,0,1,fiber optic,0,0,21.58,71,1,0,0,0,1,0
8257-rzahr,1,1,1,1,1,dsl,1,0,20.4,30,0,0,1,0,0,1
0841-nulxi,0,0,0,0,1,dsl,0,0,0.0,26,0,0,0,1,1,1
7851-wzeky,0,0,1,1,1,fiber optic,0,0,38.51,25,0,0,1,1,1,1
5868-czjdr,0,0,0,0,1,dsl,0,1,0.0,6,0,0,0,0,0,0
0135-nmxap,0,0,1,1,1,fiber optic,0,1,14.38,6,0,0,1,0,0,1
3992-ywpko,0,0,1,1,1,fiber optic,0,1,20.36,10,1,1,1,1,1,1
0125-lzqxk,0,0,1,0,1,fiber optic,0,0,45.92,12,1,1,1,1,1,1
1579-klydt,0,0,1,1,1,fiber optic,0,0,35.91,27,1,0,1,0,0,1
3927-nlnry,1,1,1,0,1,fiber optic,0,1,15.77,9,0,0,1,1,1,1
6358-lyngm,0,0,1,1,1,fiber optic,0,0,1.84,76,0,0,0,0,1,1
5494-hecpr,0,0,1,0,1,fiber optic,0,0,32.92,3,0,0,1,0,0,1
9824-bemcv,1,1,1,0,1,fiber optic,0,0,44.97,11,0,0,0,0,0,1
1373-orviz,1,1,1,1,1,dsl,0,0,15.69,12,0,1,0,1,1,1
9866-qevee,0,0,1,1,1,fiber optic,0,0,20.41,11,0,0,0,1,1,0
7979-corpm,0,0,1,1,1,fiber optic,0,1,35.93,5,0,0,1,0,0,1
1618-cfhme,0,0,1,1,1,fiber optic,0,0,26.87,52,0,0,0,0,0,1
3165-hdoew,1,1,1,0,1,dsl,0,0,14.9,6,0,0,0,0,0,1
1689-mrzqr,1,1,1,0,1,fiber optic,0,0,13.45,12,0,0,1,0,0,1
5835-beqeu,0,0,1,1,1,fiber optic,0,0,38.38,23,0,0,0,0,0,0
5552-znfsj,0,0,1,0,1,dsl,0,0,34.37,28,0,0,0,0,0,1
7595-euivn,0,0,1,0,1,fiber optic,0,1,14.48,26,0,0,0,0,0,1
2408-tzmjl,1,1,1,1,1,fiber optic,1,1,22.71,26,1,0,1,1,1,1
7993-pykof,1,1,1,0,1,fiber optic,1,0,5.34,42,0,0,0,0,1,1
4566-qvrrw,1,1,1,0,1,dsl,0,0,24.83,30,0,0,0,0,0,1
0201-oamxr,0,0,1,1,1,fiber optic,1,1,10.21,52,1,1,1,1,1,1
7831-qgoxh,0,0,1,1,1,fiber optic,0,0,24.4,71,0,0,1,0,1,1
6393-wryze,1,1,1,1,1,fiber optic,0,0,43.33,16,0,0,1,1,1,1
6599-rclcj,1,1,1,1,1,fiber optic,0,1,7.62,20,1,1,1,1,1,0
9831-bpfri,1,1,1,1,1,fiber optic,0,1,35.32,30,1,1,0,0,0,1
4791-qrgmf,1,1,1,1,1,fiber optic,0,0,10.76,5,1,0,1,1,1,1
3838-ozurd,0,0,1,1,1,fiber optic,0,1,7.28,51,1,0,1,1,1,1
9269-cqool,0,0,1,0,1,dsl,0,0,2.88,17,0,0,1,0,0,1
2845-hsjcy,1,1,1,1,1,fiber optic,0,0,29.18,19,1,0,0,1,1,1
1184-pjvdb,1,1,1,0,1,fiber optic,0,0,11.3,4,0,0,1,0,0,1
9415-dpews,0,0,1,1,1,fiber optic,0,0,12.67,23,0,1,1,0,0,1
7943-rqchr,0,0,1,1,1,fiber optic,0,0,10.07,26,0,0,1,1,1,0
3249-zpqrg,0,0,1,1,1,fiber optic,0,1,42.06,58,0,0,0,0,1,1
2568-brgyx,0,0,1,0,1,fiber optic,0,0,13.02,15,0,0,0,0,0,1
7721-jxeaw,1,1,0,0,1,dsl,0,1,0.0,69,0,0,0,1,1,1
4704-eryfc,1,1,1,0,1,fiber optic,0,0,32.11,52,0,0,0,0,0,1
0471-lvhgk,1,1,1,1,1,dsl,0,0,15.91,29,1,0,1,1,1,1
9518-rwhzl,0,0,1,1,1,fiber optic,0,0,28.13,18,1,0,1,1,1,1
6240-eurks,0,0,0,0,1,dsl,0,0,0.0,85,0,0,0,1,1,0
6960-hvyxr,0,0,1,1,1,fiber optic,0,0,35.01,52,0,0,0,0,0,1
0680-dfnny,1,1,1,1,1,fiber optic,0,0,40.7,29,1,0,1,1,1,1
1571-savhk,0,0,1,1,1,fiber optic,0,0,28.16,42,0,1,1,1,1,0
2952-qayzf,0,0,1,1,1,fiber optic,0,1,36.52,27,1,0,0,0,0,1
4763-pgdpo,0,0,1,0,1,fiber optic,0,0,41.12,42,0,0,0,0,1,0
5394-svgjv,0,0,1,1,1,fiber optic,0,0,30.72,42,0,1,1,1,1,1
9283-lzqoh,1,1,1,1,1,fiber optic,0,0,2.92,21,0,0,0,0,0,1
7079-qrcbc,0,0,1,1,1,fiber optic,0,0,37.69,18,1,0,1,1,1,1
9851-qxeeq,0,0,1,1,1,fiber optic,0,1,47.74,48,1,0,1,1,1,1
5208-hfsbt,0,0,1,0,1,dsl,0,1,42.55,30,0,1,0,0,0,1
1092-ganhu,0,0,1,0,1,fiber optic,0,0,30.61,7,1,0,0,0,0,1
7881-evuad,0,0,0,0,1,dsl,1,1,0.0,21,0,0,0,1,1,1
5766-xqxmq,0,0,1,0,1,dsl,1,1,1.02,19,1,0,0,1,1,1
3703-vavcl,1,1,1,0,1,fiber optic,0,0,46.92,7,1,1,0,1,1,1
6326-mttxk,0,0,1,1,1,fiber optic,0,1,3.27,6,0,0,1,1,1,1
0330-ivzha,1,1,1,0,1,fiber optic,0,0,17.08,10,0,0,0,0,0,1
2886-kefum,1,1,1,1,1,fiber optic,0,1,1.93,21,1,0,1,1,1,0
9651-gtsaq,1,1,1,0,1,fiber optic,1,1,30.09,11,1,0,1,1,1,1
3186-baxnb,0,0,1,0,1,fiber optic,0,1,17.23,52,0,1,1,0,1,1
0637-ylety,0,0,1,1,1,fiber optic,0,1,18.99,30,1,0,0,1,1,1
1157-bqcuw,0,0,1,1,1,fiber optic,0,0,30.07,26,0,0,0,0,0,1
9254-rbfon,1,1,1,0,1,fiber optic,0,0,5.4,8,1,1,1,1,1,1
1205-wnwpj,0,0,1,0,1,dsl,0,0,2.24,22,0,1,1,0,0,1
8387-mojjt,1,1,1,0,1,fiber optic,0,0,34.02,18,0,0,1,0,0,1
6032-krxxo,0,0,1,0,1,fiber optic,0,0,30.06,19,0,0,1,1,1,1
7459-rrwqz,0,0,1,1,1,dsl,1,0,47.57,26,0,0,0,1,1,1
6352-twcau,0,0,1,1,1,fiber optic,0,0,19.07,17,0,0,1,0,0,1
2929-qnsrw,1,1,1,1,1,fiber optic,0,1,19.16,48,0,0,1,1,1,0
1262-opmfy,1,1,1,0,1,fiber optic,0,0,31.75,25,1,0,0,0,0,1
1899-vxwxm,0,0,1,1,1,fiber optic,0,1,24.73,4,1,0,1,1,1,1
3331-hqdtw,0,0,1,1,1,fiber optic,1,1,7.99,76,1,0,1,1,1,1
5442-xsdcw,1,1,1,0,1,fiber optic,0,0,13.33,19,0,0,1,0,0,0
3049-ndxfl,0,0,1,1,1,fiber optic,0,0,34.47,59,0,0,0,1,1,1
7963-gqrmy,1,1,1,0,1,dsl,0,0,44.46,51,0,0,0,0,1,1
1228-fzfrv,0,0,1,1,1,fiber optic,1,0,20.88,13,1,0,1,1,1,1
2058-dcjbe,0,0,1,0,1,fiber optic,0,0,31.14,5,0,0,0,0,0,1
5364-xyirr,1,1,1,1,1,fiber optic,0,0,21.08,9,0,0,1,1,1,1
9158-vctqb,1,1,1,1,1,fiber optic,1,1,5.01,10,1,1,1,1,1,1
6311-ueume,0,0,1,0,1,fiber optic,0,0,44.33,7,0,0,1,0,0,1
6839-itvzj,1,1,1,1,1,dsl,0,1,22.33,13,0,1,0,0,0,1
0375-hvgxo,0,0,0,0,1,dsl,0,0,0.0,8,0,0,1,0,0,1
8593-whyhv,0,0,1,1,1,fiber optic,0,0,14.28,21,0,0,0,1,1,1
6097-eqisj,1,1,1,1,1,fiber optic,0,1,48.77,12,1,0,1,1,1,0
4423-ylhdv,1,1,1,1,1,fiber optic,1,0,38.52,59,1,0,1,1,1,1
0107-yhina,0,0,1,1,1,fiber optic,0,0,40.71,25,1,0,1,1,1,1
8640-sdgkb,0,0,1,0,1,dsl,0,0,28.89,3,1,1,1,1,1,1
4116-tzaqj,0,0,1,0,1,fiber optic,1,0,13.86,76,0,0,0,0,1,1
9804-icwbg,0,0,1,0,1,fiber optic,0,0,45.5,12,0,0,0,0,0,1
5318-ixuzf,0,0,1,0,1,fiber optic,0,1,6.2,6,0,0,1,0,0,1
7198-glxtc,0,0,1,0,1,fiber optic,0,0,48.66,21,0,0,1,0,0,1
7530-hdyds,0,0,1,0,1,fiber optic,0,1,17.66,41,1,1,0,0,1,1
3096-izetn,0,0,1,0,1,fiber optic,0,0,42.55,18,0,0,0,1,1,1
4816-lxzyw,0,0,1,1,1,fiber optic,0,1,33.44,11,0,0,0,0,0,1
4911-banwh,0,0,1,1,1,fiber optic,0,0,33.38,27,0,0,1,0,0,1
8496-ejaui,0,0,1,0,1,fiber optic,0,1,1.79,14,0,0,0,0,0,0
6365-mtgzx,0,0,1,0,1,fiber optic,0,0,24.76,2,0,1,1,1,1,1
6990-ynrio,0,0,1,1,1,fiber optic,1,0,41.88,7,1,1,1,1,1,1
2485-itvkb,1,1,0,0,1,dsl,0,0,0.0,12,0,0,0,1,1,0
3669-oysji,0,0,1,0,1,dsl,0,0,48.58,21,0,0,0,0,0,1
1612-eohdh,0,0,1,0,1,dsl,0,0,30.92,69,0,0,0,0,1,1
7517-sawmo,1,1,1,0,1,fiber optic,1,0,25.75,22,0,0,0,0,0,1
4143-hhpmk,0,0,1,0,1,fiber optic,0,1,48.13,12,0,0,0,1,1,0
3494-jchrq,0,0,1,0,1,fiber optic,0,0,27.89,20,0,0,0,0,0,1
6474-fvjlc,0,0,1,1,1,fiber optic,0,0,43.47,30,0,0,0,1,1,1
4547-lytdd,0,0,1,1,1,fiber optic,0,0,46.99,17,0,0,0,0,0,1
3143-ildal,0,0,1,1,1,fiber optic,0,1,25.41,51,0,1,0,1,1,1
4720-vstsi,0,0,1,1,1,fiber optic,0,1,40.17,6,1,0,0,0,0,1
6651-azvtj,1,1,1,1,1,fiber optic,0,0,46.94,73,1,0,1,1,1,0
4566-goluk,1,1,1,1,1,fiber optic,0,0,37.74,7,1,1,1,1,1,1
4587-nukox,0,0,1,0,1,fiber optic,1,1,32.43,2,0,0,0,0,0,1
0420-bwtpw,0,0,0,0,1,dsl,0,0,0.0,16,0,0,0,0,0,1
8183-onmxc,0,0,1,0,1,fiber optic,0,0,5.11,6,0,0,0,1,1,1
9614-rmgha,0,0,1,1,1,fiber optic,0,1,36.75,73,0,0,1,0,1,1
5054-iexzt,0,0,1,0,1,fiber optic,0,1,32.82,21,0,0,0,0,0,0
5834-aspwa,0,0,1,1,1,fiber optic,0,0,11.58,15,0,0,0,0,0,1
3948-xhgna,0,0,1,0,1,dsl,1,0,14.39,28,0,0,0,0,0,1
0565-iycgt,0,0,1,1,1,dsl,1,1,29.38,9,1,1,0,1,1,1
5445-utodq,1,1,1,0,1,fiber optic,0,0,11.58,27,0,0,1,0,0,1
1024-vrzhf,1,1,1,1,1,fiber optic,0,0,21.58,30,0,0,0,0,0,1
0348-sdkol,1,1,1,1,1,fiber optic,0,0,3.51,28,1,1,1,1,1,0
4373-mavjg,1,1,1,1,1,fiber optic,0,1,13.64,9,0,0,0,1,1,1
8901-hjxtf,1,1,0,0,1,dsl,0,1,0.0,27,0,0,0,0,0,1
5419-klxbn,1,1,1,0,1,fiber optic,0,1,24.64,5,1,0,1,0,0,1
9828-aoqlm,1,3,1,0,1,dsl,0,0,12.8,5,0,0,0,0,0,1
1447-pjgga,0,0,1,0,1,fiber optic,0,0,17.55,15,1,0,1,1,1,1
8565-clbzw,0,0,1,1,1,fiber optic,0,0,27.97,58,1,0,1,0,1,1
9139-wqqdy,1,1,1,1,1,fiber optic,0,1,26.37,19,0,0,1,1,1,1
8086-ovpwv,0,0,1,0,1,fiber optic,0,0,26.47,10,0,0,0,1,1,0
9430-frqoc,0,0,1,1,1,fiber optic,0,0,32.46,3,1,1,0,0,0,1
3074-gqwyx,0,0,1,1,1,fiber optic,0,0,46.88,59,0,0,0,0,0,1
6845-rgtys,1,1,1,1,1,fiber optic,1,1,2.87,51,1,0,1,0,1,1
8861-hggkb,0,0,1,1,1,fiber optic,0,0,17.65,20,0,0,0,1,1,1
7694-vlbwq,1,4,1,1,1,fiber optic,0,1,8.18,3,1,0,1,1,1,1
6481-ogdoo,1,1,1,0,1,fiber optic,1,1,30.75,5,0,0,0,1,1,1
3753-tsemp,1,1,1,0,1,fiber optic,0,0,12.27,76,0,0,1,1,1,1
9172-jitsm,1,1,1,0,1,fiber optic,0,0,15.37,11,0,0,1,1,1,1
6298-qdfnh,0,0,1,1,1,fiber optic,0,1,19.19,17,0,0,0,0,0,1
2189-uxtky,1,1,1,1,1,dsl,1,0,13.11,51,0,1,1,1,1,1
4958-gzwiy,1,1,1,0,1,dsl,0,0,5.13,4,1,0,0,0,0,1
6356-elrkd,0,0,1,0,1,fiber optic,1,0,6.67,27,0,0,1,1,1,1
8624-giout,0,0,1,1,1,dsl,1,1,35.87,30,0,0,0,0,0,1
1084-uqchv,0,0,1,0,1,fiber optic,0,0,27.97,18,0,0,0,0,0,1
2955-bjzhg,1,1,1,0,1,fiber optic,0,0,16.61,3,0,0,1,0,0,1
3806-dxqom,0,0,0,0,1,dsl,1,1,0.0,4,0,0,0,0,0,1
9300-rendd,0,0,1,0,1,fiber optic,0,0,3.13,5,0,0,1,0,0,1
2153-mrefk,1,1,1,1,1,fiber optic,1,0,30.16,4,1,1,0,1,1,1
3106-ulwfw,0,0,1,1,1,fiber optic,0,0,26.41,16,0,0,0,1,1,1
0925-vydlg,0,0,1,1,1,fiber optic,0,0,17.87,25,0,0,0,0,0,1
4349-gfqhk,0,0,1,1,1,dsl,0,0,25.39,52,1,0,0,0,0,1
7802-efkny,1,1,0,0,1,dsl,0,0,0.0,7,0,0,0,0,0,1
8035-buyvg,1,1,0,0,1,dsl,1,1,0.0,21,1,0,0,0,0,1
9787-xvqiu,0,0,1,1,1,fiber optic,0,0,39.44,18,0,0,0,0,0,0
8945-muquf,0,0,1,1,1,fiber optic,1,1,44.77,58,0,0,1,0,1,1
3023-gflbr,1,1,1,1,1,fiber optic,0,0,14.34,28,0,0,0,1,1,1
0524-iavzo,1,1,1,1,1,fiber optic,0,0,4.82,41,0,0,0,1,1,1
2737-yngyw,0,0,1,0,1,fiber optic,0,0,33.89,41,0,0,0,1,1,1
5159-yfpkq,0,0,1,0,1,fiber optic,0,0,24.31,16,1,0,0,0,0,1
7927-auxbz,0,0,1,0,1,fiber optic,0,0,9.34,8,0,1,1,0,0,1
7619-odsgn,1,1,1,1,1,dsl,1,0,17.27,18,0,0,0,0,0,1
2514-ginmm,0,0,1,0,1,fiber optic,0,0,48.97,23,0,0,1,0,0,0
2659-vxmwz,0,0,1,1,1,fiber optic,1,1,29.24,21,1,0,1,1,1,1
4285-gyrqc,1,1,1,0,1,fiber optic,0,0,44.66,26,1,0,1,0,0,1
8337-mssxb,0,0,1,0,1,fiber optic,0,1,29.3,26,0,0,0,1,1,0
8182-bjdsi,0,0,1,1,1,fiber optic,0,1,30.28,30,0,0,0,1,1,1
2482-czgbb,0,0,1,0,1,fiber optic,0,0,27.28,27,0,0,0,0,0,1
7181-bqybv,1,1,1,1,1,fiber optic,1,0,25.88,9,1,0,1,1,1,1
4529-ckbcl,0,0,1,0,1,fiber optic,0,0,49.79,22,0,0,1,0,0,0
0151-ontov,0,0,1,0,1,fiber optic,0,0,39.81,23,0,0,0,0,0,1
7180-pisog,0,0,1,1,1,fiber optic,0,0,36.44,16,0,0,0,0,0,1
3571-rfhar,0,0,1,1,1,fiber optic,0,1,9.36,4,1,1,1,1,1,0
9578-vrmnm,0,0,1,1,1,dsl,0,0,47.45,30,1,0,0,1,1,1
4307-ktumw,1,1,1,1,1,fiber optic,1,0,31.24,73,1,0,0,1,1,1
7470-mcqtk,1,1,0,0,1,dsl,0,0,0.0,8,1,0,1,1,1,1
7488-mxjiv,0,0,1,1,1,fiber optic,0,0,43.32,20,0,0,1,0,0,0
2027-feczv,0,0,1,1,1,fiber optic,0,1,25.19,12,1,0,1,1,1,1
2672-dzuoy,0,0,0,0,1,dsl,0,0,0.0,5,0,0,0,0,0,1
3870-mqamg,1,1,1,1,1,fiber optic,0,1,2.18,71,1,1,1,1,1,1
4800-czmpc,1,1,1,1,1,fiber optic,1,1,6.36,47,0,0,1,1,1,1
7377-dmmri,0,0,1,0,1,dsl,1,0,13.73,11,0,0,0,0,0,1
8949-jtmay,0,0,1,1,1,fiber optic,0,0,27.75,2,1,0,1,1,1,1
3211-iljtt,1,1,1,0,1,fiber optic,0,0,13.68,11,0,0,0,0,0,1
0235-kgslc,0,0,1,0,1,fiber optic,0,0,33.34,4,1,0,1,0,0,1
2884-gbpfb,1,4,1,0,1,fiber optic,0,0,10.43,4,0,0,0,0,0,0
5136-kckgi,1,1,1,1,1,fiber optic,1,0,41.61,73,1,0,1,1,1,1
3722-wpxtk,0,0,1,0,1,fiber optic,0,0,14.26,46,0,0,1,1,1,1
2929-ercfz,1,1,1,0,1,fiber optic,0,0,38.83,76,1,0,1,1,1,1
7548-sepyi,0,0,1,0,1,fiber optic,0,1,32.12,10,0,0,1,1,1,1
5236-perkl,0,0,1,1,1,fiber optic,1,1,48.86,6,1,0,1,1,1,1
2519-fakod,0,0,1,1,1,fiber optic,0,0,31.27,85,1,0,1,1,1,1
7089-ivvaz,0,0,1,1,1,fiber optic,1,0,19.68,41,0,1,1,1,1,1
9492-tokri,0,0,1,1,1,fiber optic,0,1,13.65,5,0,0,1,0,0,1
3325-fuycg,1,1,1,1,1,fiber optic,1,1,9.62,24,0,0,1,1,1,1
2609-iaicy,0,0,1,1,1,fiber optic,0,0,27.7,19,0,0,0,0,0,0
1740-csdjp,0,0,0,0,1,dsl,0,0,0.0,9,0,0,0,1,1,1
2636-ohfmn,1,4,0,0,1,dsl,0,1,0.0,76,0,0,1,1,1,1
1323-ooepc,1,1,1,1,1,fiber optic,0,1,41.74,24,0,0,1,1,1,1
9921-zvrhg,0,0,1,1,1,fiber optic,0,0,1.19,23,1,0,0,0,0,1
4701-mljpn,0,0,1,0,1,dsl,0,0,1.53,6,1,1,0,0,0,0
3707-gnwhm,0,0,1,1,1,fiber optic,0,0,21.8,42,0,0,0,0,0,1
8931-gjjiq,0,0,1,1,1,fiber optic,0,0,29.7,17,0,0,0,1,1,1
4277-pvran,0,0,1,0,1,fiber optic,0,0,36.39,7,0,0,1,0,0,1
0952-kmeeh,0,0,1,1,1,fiber optic,1,0,3.36,15,0,0,1,1,1,0
8178-eyzuo,0,0,1,1,1,fiber optic,1,1,15.78,3,0,0,0,1,1,1
3230-wykir,0,0,1,1,1,dsl,0,0,12.5,5,1,1,1,1,1,1
0407-bdjkb,1,1,1,1,1,fiber optic,0,1,35.22,16,1,0,1,0,0,1
9600-udopk,1,1,1,1,1,fiber optic,0,0,10.5,22,0,0,1,1,1,1
4074-sjffa,0,0,1,0,1,dsl,0,0,13.01,12,0,0,0,1,1,1
4910-gmjot,0,0,1,1,1,fiber optic,0,0,1.17,27,0,0,1,1,1,1
4446-bzkhu,1,1,1,1,1,fiber optic,0,1,45.7,24,1,0,1,1,1,1
5202-ivjnu,0,0,0,0,1,dsl,0,0,0.0,24,1,0,0,0,0,0
0137-ocgab,0,0,1,1,1,fiber optic,0,1,1.23,69,0,0,0,0,0,1
3351-nqldi,1,1,1,1,1,fiber optic,1,0,30.94,11,0,1,0,1,1,1
7593-jnwru,1,5,1,0,1,dsl,0,0,49.2,21,0,0,0,0,0,1
5028-gzldo,0,0,1,0,1,fiber optic,0,0,36.06,85,0,0,0,0,0,1
6877-tjmbr,1,1,1,0,1,fiber optic,0,0,37.83,51,0,1,1,0,0,1
6769-dcqli,0,0,1,0,1,fiber optic,0,1,49.29,51,1,1,1,1,1,1
2433-kmeas,0,0,1,1,1,dsl,1,0,7.28,7,0,0,0,0,0,1
3550-sahfp,0,0,1,1,1,fiber optic,0,0,20.29,30,0,0,0,1,1,0
2011-trqye,0,0,0,0,1,dsl,0,1,0.0,26,1,0,0,0,0,1
4873-ilolj,0,0,1,0,1,fiber optic,0,0,32.49,23,0,0,1,1,1,1
2725-kxxwt,0,0,1,0,1,fiber optic,0,0,23.06,52,0,0,1,1,1,1
9565-djpib,0,0,1,1,1,fiber optic,0,1,36.76,20,0,0,1,0,0,1
8348-hfyiv,0,0,0,0,1,dsl,0,0,0.0,51,1,0,1,1,1,1
4659-nzruf,0,0,1,1,1,fiber optic,1,1,32.87,17,0,0,0,1,1,0
8429-xibum,0,0,1,1,1,fiber optic,1,0,10.33,19,0,0,1,1,1,1
2608-bhkfn,0,0,1,0,1,fiber optic,0,0,12.58,19,0,0,0,0,0,1
7341-lxcaf,1,8,1,1,1,fiber optic,0,0,48.64,30,0,0,0,0,0,1
8128-yvjrg,0,0,1,1,1,fiber optic,1,0,40.32,18,0,0,0,0,0,1
1569-ttnyj,1,1,1,1,1,fiber optic,0,1,1.16,7,0,0,0,0,0,0
4749-vfkvb,0,0,1,1,1,dsl,0,0,46.49,14,0,0,0,0,0,1
7598-uaasy,1,1,1,0,1,fiber optic,0,0,20.5,51,1,0,0,0,0,1
7938-ouhio,0,0,1,0,1,fiber optic,0,0,32.76,73,1,1,1,1,1,1
0431-apwvy,1,1,1,0,1,fiber optic,0,0,18.31,13,0,0,1,1,1,1
3426-niyyl,0,0,1,1,1,dsl,0,0,3.15,26,0,0,0,0,0,0
3387-vatus,0,0,1,1,1,fiber optic,0,0,40.15,19,0,0,1,1,1,1
1143-nmnqj,0,0,1,1,1,fiber optic,0,0,14.07,6,0,0,0,1,1,1
0415-mosgf,0,0,1,0,1,dsl,0,0,26.53,30,0,0,0,0,0,1
4139-sugld,1,1,0,0,1,dsl,1,0,0.0,23,0,1,0,0,0,1
6857-vwjdt,0,0,1,1,1,fiber optic,0,0,32.33,9,0,0,1,1,1,1
6100-qqheb,1,1,1,1,1,fiber optic,0,0,17.71,13,0,0,1,1,1,1
2691-nzetq,0,0,1,1,1,fiber optic,0,0,49.14,58,0,0,1,0,0,1
7295-jommd,0,0,1,0,1,fiber optic,0,0,5.63,18,1,1,1,1,1,1
5013-sbuih,0,0,1,1,1,fiber optic,1,1,27.7,28,0,1,1,1,1,1
7209-jcuds,0,0,1,0,1,fiber optic,0,0,40.22,41,1,0,1,1,1,1
6158-dwpzt,1,1,0,0,1,dsl,0,0,0.0,15,0,0,0,0,0,1
3763-gczhz,1,1,1,1,1,fiber optic,0,1,20.07,85,0,1,1,1,1,1
0772-gyeqq,0,0,1,0,1,fiber optic,0,0,49.4,10,1,1,1,0,0,1
4831-eobfe,1,1,1,0,1,fiber optic,1,0,40.49,15,0,0,1,1,1,1
2004-ocqxk,0,0,1,0,1,fiber optic,0,0,44.94,16,0,0,0,1,1,1
5027-qpkte,1,1,1,0,1,fiber optic,0,0,14.75,28,0,0,0,0,0,0
2672-huyvi,0,0,1,0,1,fiber optic,0,0,11.81,24,0,0,1,1,1,1
7508-mybog,1,1,1,1,1,fiber optic,0,0,7.26,42,0,0,1,0,0,1
0148-dcdos,0,0,1,1,1,fiber optic,0,0,34.88,8,0,0,1,1,1,1
9992-rramn,1,1,1,1,1,fiber optic,0,0,16.2,17,0,0,0,1,1,1
0310-mvlet,1,1,1,1,1,fiber optic,0,1,49.33,7,0,0,1,1,1,1
5696-qurrl,0,0,1,0,1,dsl,0,0,13.84,26,0,0,0,0,0,0
0495-rvcbf,0,0,1,0,1,fiber optic,0,0,33.88,26,0,0,0,1,1,1
8869-torss,0,0,1,0,1,dsl,1,0,33.91,13,1,1,0,0,0,1
2115-bftiw,0,0,1,0,1,fiber optic,0,0,24.91,18,0,0,0,0,0,0
0611-dfxko,1,1,1,0,1,fiber optic,0,0,18.05,5,0,0,1,1,1,1
9747-ddzos,0,0,1,0,1,fiber optic,0,0,3.84,2,1,0,0,0,0,1
0564-jjhgs,0,0,1,1,1,fiber optic,0,0,19.22,10,0,0,1,1,1,1
3348-cfrnx,1,1,1,0,1,fiber optic,1,0,37.66,20,0,0,1,1,1,1
1428-gtbjj,0,0,1,0,1,fiber optic,0,1,5.4,41,0,0,0,0,0,1
2249-yprng,1,3,1,1,1,fiber optic,0,1,28.79,16,1,0,1,1,1,1
7410-ytjik,0,0,1,1,1,fiber optic,0,0,18.1,15,0,0,0,0,0,1
4626-gyczp,0,0,1,1,1,fiber optic,0,0,15.51,23,0,0,1,1,1,1
5590-bynii,0,0,1,1,1,fiber optic,1,0,35.93,17,0,0,1,1,1,1
3237-ajgeh,1,1,0,0,1,dsl,0,0,0.0,19,0,1,0,0,0,0
1591-nfnlq,0,0,1,1,1,fiber optic,0,0,5.62,16,1,0,0,0,0,1
0596-bqceq,1,1,1,0,1,fiber optic,0,1,48.58,13,1,0,1,1,1,1
1481-zuwza,0,0,1,1,1,fiber optic,1,1,35.52,26,0,0,0,1,1,1
2309-osfeu,0,0,0,0,1,dsl,0,0,0.0,30,0,0,0,1,1,1
7613-llqfo,0,0,1,1,1,fiber optic,0,0,12.36,23,0,0,1,0,0,1
2640-pmgfl,0,0,1,1,1,fiber optic,0,0,24.72,29,0,1,0,0,0,1
3801-hmynl,1,1,1,0,1,fiber optic,0,0,32.35,18,0,0,1,1,1,1
4484-cgxfk,0,0,1,0,1,dsl,0,0,25.96,7,0,0,0,1,1,1
6214-edakz,1,1,1,0,1,dsl,0,1,5.26,19,0,1,0,0,0,0
6127-isgtu,1,1,1,1,1,fiber optic,0,0,6.82,7,0,0,1,0,0,1
1208-dnhln,1,1,1,1,1,dsl,0,0,5.8,12,0,0,0,0,0,1
1761-aezzr,0,0,1,0,1,fiber optic,0,0,4.04,6,0,0,1,0,0,1
7120-rfmvs,0,0,1,1,1,fiber optic,0,0,6.89,12,0,0,1,0,0,1
7317-ggvpb,1,1,1,1,1,fiber optic,0,1,5.76,11,1,1,1,1,1,0
1322-agoqm,0,0,0,0,1,dsl,0,1,0.0,26,0,0,0,0,0,1
0876-wduuz,0,0,1,0,1,fiber optic,0,0,43.51,17,0,1,0,1,1,1
0617-fhsgk,0,0,1,1,1,fiber optic,0,0,19.08,24,0,0,0,0,0,0
2858-mofsq,0,0,1,1,1,dsl,0,0,24.31,21,1,0,0,0,0,1
7005-ccbkv,0,0,1,0,1,fiber optic,0,1,21.97,9,0,0,0,1,1,1
4250-fdvou,0,0,1,0,1,dsl,1,1,17.18,22,0,0,0,0,0,1
2141-rrygo,0,0,1,0,1,dsl,0,1,10.64,23,0,0,1,1,1,1
6376-gahqe,0,0,1,0,1,fiber optic,0,0,42.8,28,0,0,1,0,0,0
5052-pnlos,0,0,1,1,1,fiber optic,0,1,13.83,14,1,0,1,1,1,1
6979-znsff,0,0,1,1,1,fiber optic,0,0,45.59,8,0,0,1,0,0,1
2386-lahrk,0,0,1,0,1,dsl,0,0,14.58,73,0,0,1,0,0,1
0516-wjvxc,0,0,1,0,1,dsl,1,0,3.61,69,0,1,0,0,0,1
8809-rihdd,1,1,1,1,1,fiber optic,0,1,3.07,23,1,0,1,1,1,1
4822-ngoch,0,0,1,1,1,fiber optic,0,1,21.88,4,1,0,0,0,0,1
