customer_id,contract_type,has_paperless_billing,payment_method,monthly_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
1342-jpnki,month-to-month,1,bank withdrawal,86.05,834.1,0.0,0.0,59.2,893.3
2817-ntqdo,month-to-month,1,credit card,45.55,597.0,0.0,0.0,0.0,597.0
5301-gauuy,month-to-month,1,bank withdrawal,80.35,2596.15,0.0,0.0,47.68,2643.83
0939-yapaf,month-to-month,1,bank withdrawal,100.25,3527.6,0.0,0.0,367.15,3894.75
4710-fduiz,one year,0,credit card,100.3,5614.45,0.0,100.0,1464.4,7178.85
1218-vkfpe,month-to-month,0,credit card,19.0,233.55,0.0,0.0,233.76,467.31
3627-fhkbk,month-to-month,0,mailed check,75.3,75.3,0.0,0.0,4.13,79.43
0719-syfrb,month-to-month,1,mailed check,61.65,713.75,0.0,0.0,434.88,1148.63
6543-cpzmk,month-to-month,1,bank withdrawal,29.95,248.95,0.0,10.0,0.0,258.95
4765-oxppd,month-to-month,0,mailed check,65.0,663.05,0.0,0.0,57.15,720.2
1009-irmna,month-to-month,0,bank withdrawal,20.0,137.6,0.0,0.0,112.28,249.88
7207-rmrdb,month-to-month,1,bank withdrawal,105.5,6985.65,0.0,0.0,2219.1,9204.75
0195-iescp,month-to-month,1,bank withdrawal,85.25,855.3,0.0,100.0,20.2,975.5
4580-tmhju,month-to-month,0,bank withdrawal,56.15,2499.3,0.0,0.0,1601.75,4101.05
0970-etwge,month-to-month,1,bank withdrawal,89.55,89.55,0.0,0.0,42.46,132.01
0887-hjgar,month-to-month,1,mailed check,45.7,45.7,0.0,0.0,5.55,51.25
9576-anlxo,month-to-month,1,bank withdrawal,69.55,222.3,0.0,0.0,78.78,301.08
2024-baskd,month-to-month,1,mailed check,74.6,74.6,0.0,10.0,22.16,106.76
4464-jcoln,one year,0,mailed check,19.85,35.9,0.0,0.0,30.28,66.18
7538-gwhml,month-to-month,0,bank withdrawal,69.65,145.15,0.0,0.0,15.28,160.43
3859-cvcet,month-to-month,0,mailed check,45.65,191.05,0.0,0.0,181.6,372.65
3276-hdueg,month-to-month,1,mailed check,75.05,75.05,0.0,0.0,32.86,107.91
0822-gavap,month-to-month,1,bank withdrawal,34.7,62.25,0.0,0.0,0.0,62.25
1448-pwkye,month-to-month,0,bank withdrawal,80.0,80.0,0.0,0.0,35.71,115.71
2276-ydavz,month-to-month,1,credit card,75.1,270.7,0.0,0.0,79.56,350.26
5896-npfww,month-to-month,1,bank withdrawal,50.15,168.15,0.0,0.0,40.62,208.77
7133-vbdcg,month-to-month,1,bank withdrawal,79.85,2015.35,0.0,0.0,670.25,2685.6
1029-qfben,month-to-month,0,mailed check,19.55,19.55,0.0,0.0,38.44,57.99
4952-ysogz,month-to-month,1,bank withdrawal,85.95,381.3,0.0,0.0,16.56,397.86
1589-agtlk,month-to-month,1,bank withdrawal,45.35,141.5,0.0,0.0,109.44,250.94
6439-gtpca,month-to-month,1,bank withdrawal,87.25,3941.7,0.0,0.0,201.6,4143.3
5138-wvkyj,month-to-month,0,bank withdrawal,98.55,1008.55,0.0,0.0,275.7,1284.25
2189-wwoew,month-to-month,1,bank withdrawal,85.9,1269.55,0.0,0.0,369.45,1639.0
1894-igfsg,month-to-month,0,bank withdrawal,89.25,1907.85,0.0,0.0,396.22,2304.07
0236-hfwsv,month-to-month,1,bank withdrawal,93.35,1444.65,0.0,0.0,733.95,2178.6
3900-aqphz,month-to-month,0,mailed check,19.9,19.9,0.0,0.0,49.51,69.41
5842-pocop,month-to-month,1,mailed check,88.9,454.15,0.0,0.0,207.85,662.0
2037-xjfup,one year,1,bank withdrawal,95.8,3036.75,0.0,60.0,1379.4,4476.15
7314-oxenn,month-to-month,1,bank withdrawal,82.0,184.65,0.0,0.0,82.36,267.01
0322-chqru,month-to-month,0,bank withdrawal,45.35,89.5,0.0,0.0,50.98,140.48
4678-dvqeo,month-to-month,1,bank withdrawal,52.2,52.2,0.0,0.0,34.04,86.24
3009-jwmpu,one year,1,bank withdrawal,96.75,6125.4,0.0,0.0,1403.68,7529.08
1450-galxr,month-to-month,1,bank withdrawal,98.5,1058.25,0.0,110.0,145.3,1313.55
3138-bkyav,month-to-month,1,bank withdrawal,85.35,489.45,0.0,0.0,71.82,561.27
4289-dtdkw,month-to-month,1,bank withdrawal,101.3,4113.1,0.0,0.0,902.4,5015.5
1820-tqvev,month-to-month,1,bank withdrawal,69.55,69.55,0.0,0.0,49.43,118.98
2239-jalaw,one year,1,bank withdrawal,103.25,6017.65,0.0,0.0,2581.0,8598.65
4853-rulsv,two year,1,credit card,104.0,7250.15,0.0,0.0,853.3,8103.45
6275-yduvo,month-to-month,1,mailed check,86.2,178.7,0.0,0.0,48.1,226.8
0115-tfert,month-to-month,1,bank withdrawal,111.2,2317.1,0.0,120.0,761.46,3198.56
2311-qymuq,month-to-month,1,credit card,89.45,1430.25,0.0,0.0,507.68,1937.93
3104-owcgk,one year,0,bank withdrawal,90.95,5453.4,0.0,0.0,1995.0,7448.4
9101-bwfss,one year,0,bank withdrawal,108.55,5610.7,0.0,0.0,1471.5,7082.2
6982-sshfk,month-to-month,0,mailed check,44.4,44.4,0.0,0.0,32.44,76.84
1038-zagbi,one year,0,bank withdrawal,19.8,229.6,0.0,0.0,451.8,681.4
3027-ztdho,month-to-month,1,bank withdrawal,89.9,89.9,0.0,0.0,32.85,122.75
2382-bckqj,one year,1,bank withdrawal,100.15,6413.65,0.0,0.0,2019.96,8433.61
2207-nhrjk,month-to-month,0,bank withdrawal,50.8,50.8,0.0,0.0,1.28,52.08
9944-hkvvb,month-to-month,1,bank withdrawal,95.1,307.4,0.0,0.0,142.86,450.26
4124-mmetb,month-to-month,1,credit card,94.65,2104.55,0.0,40.0,1018.16,3162.71
3671-shrsp,month-to-month,1,mailed check,80.6,319.15,0.0,0.0,57.2,376.35
3313-qknkb,one year,0,bank withdrawal,85.55,5084.65,0.0,0.0,407.69,5492.34
5073-wxoyn,month-to-month,1,bank withdrawal,50.8,3027.4,0.0,0.0,0.0,3027.4
0207-mdknv,month-to-month,0,bank withdrawal,105.1,1582.75,0.0,0.0,335.85,1918.6
3908-blsyf,month-to-month,0,bank withdrawal,83.9,497.55,0.0,0.0,155.58,653.13
7549-mygpk,month-to-month,1,bank withdrawal,100.55,6215.35,0.0,0.0,565.74,6781.09
3804-rvtgv,month-to-month,1,bank withdrawal,103.85,5017.9,0.0,0.0,2110.5,7128.4
9227-lunbg,month-to-month,0,bank withdrawal,24.6,24.6,0.0,0.0,0.0,24.6
4315-murbd,month-to-month,1,bank withdrawal,98.9,1120.95,0.0,0.0,419.04,1539.99
9734-ywgex,month-to-month,0,credit card,98.3,923.5,0.0,0.0,348.84,1272.34
2719-bdaqo,month-to-month,0,bank withdrawal,93.85,1625.65,0.0,0.0,76.67,1702.32
9625-qstye,month-to-month,1,bank withdrawal,81.15,952.3,0.0,0.0,49.92,1002.22
6400-bwqkw,month-to-month,1,bank withdrawal,79.05,434.5,0.0,0.0,118.44,552.94
6680-wkxrz,month-to-month,0,bank withdrawal,74.4,215.8,0.0,0.0,71.46,287.26
9448-reevd,month-to-month,0,credit card,44.7,44.7,0.0,0.0,32.08,76.78
9117-shlzx,month-to-month,1,mailed check,45.7,45.7,0.0,0.0,10.41,56.11
4541-rmrlg,month-to-month,0,bank withdrawal,19.25,112.3,0.0,0.0,63.98,176.28
3158-moerk,month-to-month,1,bank withdrawal,96.0,174.8,0.0,0.0,96.68,271.48
7294-tmaop,month-to-month,0,bank withdrawal,90.55,90.55,0.0,60.0,15.44,165.99
2834-jrtua,two year,1,bank withdrawal,108.05,7532.15,0.0,0.0,3508.82,11040.97
5875-ypqfj,month-to-month,1,bank withdrawal,69.9,69.9,0.0,0.0,45.66,115.56
8603-ijwdn,month-to-month,1,bank withdrawal,86.6,86.6,0.0,0.0,5.43,92.03
3842-iykue,month-to-month,0,credit card,85.3,2917.5,23.89,130.0,1579.9,4603.51
6641-xrpsu,month-to-month,1,credit card,70.0,2416.1,11.0,0.0,158.44,2563.54
8357-eqxfo,month-to-month,1,bank withdrawal,95.35,660.9,34.29,0.0,338.52,965.13
9524-egpjc,month-to-month,1,bank withdrawal,90.1,1612.75,48.26,0.0,615.78,2180.27
6993-ohlxr,month-to-month,0,bank withdrawal,68.95,119.75,0.0,0.0,61.46,181.21
8818-xyfcq,month-to-month,1,credit card,99.55,3204.65,35.82,110.0,1074.24,4353.07
4695-vadhf,month-to-month,0,bank withdrawal,57.45,990.85,15.73,0.0,51.48,1026.6
3863-iubjr,one year,0,credit card,53.65,696.35,0.0,0.0,333.84,1030.19
8436-bjumm,month-to-month,1,bank withdrawal,83.75,2070.6,0.0,0.0,933.4,3004.0
9948-yptdg,month-to-month,1,bank withdrawal,79.45,3013.05,9.36,40.0,1353.18,4396.87
4883-qicih,month-to-month,1,bank withdrawal,69.75,2347.9,19.67,0.0,191.68,2519.91
8329-ibcti,month-to-month,0,mailed check,19.65,19.65,0.0,0.0,6.08,25.73
5669-sraip,month-to-month,0,bank withdrawal,39.5,210.75,39.27,0.0,0.0,171.48
5981-itemu,month-to-month,1,bank withdrawal,97.1,3706.95,41.85,0.0,653.2,4318.3
6941-pmgep,month-to-month,1,bank withdrawal,80.0,412.5,40.0,10.0,219.95,602.45
1624-woiwj,month-to-month,1,mailed check,84.7,832.05,12.81,0.0,456.9,1276.14
2074-gkowz,month-to-month,1,bank withdrawal,89.55,185.55,0.0,0.0,17.72,203.27
0376-ymcjc,month-to-month,1,bank withdrawal,90.6,1943.2,4.73,0.0,889.87,2828.34
0634-szpqa,month-to-month,1,bank withdrawal,90.05,2169.8,27.38,0.0,81.65,2224.07
5536-rtpwk,month-to-month,1,bank withdrawal,99.05,4853.75,14.24,0.0,1003.52,5843.03
6166-ilmny,month-to-month,0,bank withdrawal,69.75,144.55,0.0,0.0,52.88,197.43
3097-nnspb,month-to-month,1,credit card,49.05,91.1,0.0,40.0,29.4,160.5
0655-rbdug,month-to-month,1,bank withdrawal,98.05,713.0,0.0,0.0,64.75,777.75
4361-bkaxe,month-to-month,1,bank withdrawal,114.5,4527.45,0.0,0.0,883.96,5411.41
9878-tnqgw,month-to-month,1,bank withdrawal,80.95,171.15,0.0,0.0,34.66,205.81
4607-chpca,one year,1,bank withdrawal,90.4,2178.6,0.0,140.0,881.75,3200.35
8824-rwfxj,month-to-month,1,mailed check,56.15,168.15,0.0,0.0,87.87,256.02
9763-pdtkk,month-to-month,1,bank withdrawal,94.4,387.2,0.0,0.0,158.72,545.92
7627-jkiaz,month-to-month,1,credit card,78.95,2839.65,0.0,0.0,1387.13,4226.78
4081-dyxav,one year,1,credit card,44.85,893.55,0.0,0.0,0.0,893.55
0927-lcsmg,month-to-month,0,mailed check,74.65,544.55,0.0,10.0,151.06,705.61
8257-rzahr,month-to-month,1,bank withdrawal,64.7,941.0,0.0,0.0,285.6,1226.6
0841-nulxi,month-to-month,1,bank withdrawal,35.55,35.55,0.0,0.0,0.0,35.55
7851-wzeky,month-to-month,1,bank withdrawal,95.15,196.9,0.0,0.0,77.02,273.92
8844-tonud,month-to-month,1,mailed check,96.65,1162.85,0.0,0.0,592.8,1755.65
5868-czjdr,month-to-month,1,mailed check,31.35,31.35,0.0,80.0,0.0,111.35
6270-omfiw,one year,1,bank withdrawal,94.4,5610.25,0.0,0.0,2844.0,8454.25
0107-weslm,month-to-month,1,bank withdrawal,19.85,19.85,0.0,0.0,31.77,51.62
3992-ywpko,month-to-month,1,credit card,109.9,669.45,0.0,0.0,122.16,791.61
0125-lzqxk,month-to-month,1,bank withdrawal,101.35,1553.95,0.0,0.0,688.8,2242.75
5673-fssmf,month-to-month,1,bank withdrawal,60.15,60.15,0.0,20.0,33.48,113.63
1579-klydt,month-to-month,1,bank withdrawal,90.45,593.45,0.0,0.0,251.37,844.82
3927-nlnry,one year,1,bank withdrawal,94.25,4867.95,0.0,0.0,835.81,5703.76
6358-lyngm,month-to-month,1,bank withdrawal,74.9,74.9,0.0,0.0,1.84,76.74
5494-hecpr,month-to-month,1,bank withdrawal,80.25,80.25,0.0,0.0,32.92,113.17
9824-bemcv,month-to-month,1,bank withdrawal,69.0,1149.65,0.0,0.0,764.49,1914.14
1373-orviz,month-to-month,1,bank withdrawal,66.35,740.8,0.0,0.0,172.59,913.39
9866-qevee,month-to-month,1,bank withdrawal,86.0,1532.45,0.0,30.0,387.79,1950.24
9897-kxhcm,month-to-month,1,bank withdrawal,80.3,250.05,0.0,0.0,145.14,395.19
7979-corpm,month-to-month,1,credit card,90.55,2282.55,0.0,0.0,862.32,3144.87
3165-hdoew,month-to-month,1,credit card,45.85,45.85,0.0,0.0,14.9,60.75
6581-nqcba,month-to-month,1,bank withdrawal,49.95,810.2,0.0,0.0,0.0,810.2
1689-mrzqr,month-to-month,0,bank withdrawal,78.3,2564.3,0.0,0.0,457.3,3021.6
5835-beqeu,month-to-month,1,bank withdrawal,76.95,228.4,0.0,10.0,115.14,353.54
5552-znfsj,month-to-month,0,bank withdrawal,45.3,45.3,0.0,0.0,34.37,79.67
2223-kagmx,month-to-month,0,bank withdrawal,19.4,289.3,0.0,0.0,497.1,786.4
7321-pkuyw,month-to-month,0,bank withdrawal,90.15,987.95,0.0,0.0,245.96,1233.91
2833-slkdq,month-to-month,0,credit card,45.05,45.05,0.0,0.0,48.03,93.08
7595-euivn,month-to-month,0,bank withdrawal,75.8,75.8,0.0,0.0,14.48,90.28
2026-tgdhm,month-to-month,1,bank withdrawal,79.3,523.15,0.0,10.0,134.47,667.62
4030-vpzbd,month-to-month,1,bank withdrawal,30.9,59.05,0.0,0.0,0.0,59.05
2408-tzmjl,one year,1,bank withdrawal,110.15,6448.05,0.0,0.0,1339.89,7787.94
7993-pykof,month-to-month,0,bank withdrawal,75.0,632.95,0.0,0.0,42.72,675.67
5027-xwqha,month-to-month,0,bank withdrawal,44.75,270.95,0.0,10.0,246.96,527.91
4566-qvrrw,month-to-month,1,bank withdrawal,44.05,483.7,0.0,0.0,273.13,756.83
0201-oamxr,one year,0,credit card,115.55,8127.6,0.0,0.0,714.7,8842.3
7831-qgoxh,month-to-month,1,bank withdrawal,85.2,1553.9,0.0,0.0,439.2,1993.1
6393-wryze,month-to-month,1,bank withdrawal,97.65,3207.55,0.0,0.0,1473.22,4680.77
6599-rclcj,month-to-month,1,bank withdrawal,109.55,5124.55,0.0,0.0,358.14,5482.69
9831-bpfri,one year,1,bank withdrawal,89.55,3474.45,0.0,0.0,1377.48,4851.93
1725-mimxw,month-to-month,1,credit card,19.45,19.45,0.0,0.0,48.96,68.41
0031-pvlzi,month-to-month,0,credit card,20.35,76.35,0.0,0.0,49.72,126.07
4791-qrgmf,one year,1,bank withdrawal,99.5,5961.1,0.0,0.0,634.84,6595.94
4671-lxrdq,month-to-month,1,credit card,45.0,96.45,0.0,30.0,34.5,160.95
1934-sjvjk,month-to-month,0,credit card,20.15,20.15,0.0,0.0,40.51,60.66
3838-ozurd,month-to-month,1,credit card,105.0,7133.25,0.0,0.0,480.48,7613.73
2845-hsjcy,month-to-month,1,bank withdrawal,87.25,1258.6,0.0,0.0,408.52,1667.12
1184-pjvdb,month-to-month,1,bank withdrawal,79.95,857.2,0.0,0.0,113.0,970.2
9415-dpews,month-to-month,1,bank withdrawal,88.35,1639.3,0.0,0.0,228.06,1867.36
7943-rqchr,month-to-month,1,bank withdrawal,94.75,889.9,0.0,30.0,90.63,1010.53
3249-zpqrg,month-to-month,0,bank withdrawal,78.45,330.05,0.0,0.0,168.24,498.29
2568-brgyx,month-to-month,1,bank withdrawal,70.2,237.95,0.0,0.0,52.08,290.03
7721-jxeaw,month-to-month,1,bank withdrawal,41.05,2452.7,0.0,0.0,0.0,2452.7
7249-wbiyx,month-to-month,1,bank withdrawal,85.6,813.85,0.0,0.0,301.0,1114.85
3164-aalrn,one year,1,credit card,70.0,347.4,0.0,10.0,226.25,583.65
3334-cthol,month-to-month,1,bank withdrawal,49.95,49.95,0.0,0.0,43.49,93.44
4704-eryfc,month-to-month,1,bank withdrawal,69.25,1554.0,0.0,0.0,706.42,2260.42
0471-lvhgk,one year,1,bank withdrawal,73.0,3001.2,0.0,0.0,652.31,3653.51
9518-rwhzl,one year,1,credit card,100.05,6254.2,0.0,0.0,1800.32,8054.52
6240-eurks,month-to-month,1,bank withdrawal,35.0,553.0,0.0,70.0,0.0,623.0
7861-uvuft,month-to-month,1,bank withdrawal,84.3,1308.4,0.0,0.0,424.5,1732.9
0680-dfnny,month-to-month,1,bank withdrawal,101.1,1504.05,0.0,0.0,610.5,2114.55
7767-uxagj,month-to-month,1,bank withdrawal,50.45,50.45,0.0,0.0,28.25,78.7
1571-savhk,month-to-month,1,credit card,99.95,1132.75,0.0,120.0,337.92,1590.67
9546-cqjsu,month-to-month,1,bank withdrawal,91.4,193.6,0.0,0.0,79.24,272.84
2951-qoqtk,month-to-month,0,credit card,80.8,332.45,0.0,0.0,169.32,501.77
3473-xiiit,month-to-month,1,bank withdrawal,100.0,1534.75,0.0,0.0,605.28,2140.03
7893-ixhrq,month-to-month,0,bank withdrawal,20.55,20.55,0.0,0.0,15.91,36.46
2952-qayzf,month-to-month,1,bank withdrawal,85.3,424.15,0.0,0.0,182.6,606.75
4763-pgdpo,month-to-month,0,bank withdrawal,70.4,281.0,0.0,70.0,164.48,515.48
5394-svgjv,month-to-month,0,bank withdrawal,98.8,3475.55,0.0,0.0,1136.64,4612.19
9283-lzqoh,month-to-month,1,credit card,74.4,896.75,0.0,0.0,37.96,934.71
7079-qrcbc,month-to-month,1,bank withdrawal,98.75,2407.3,0.0,0.0,904.56,3311.86
5469-ctcwn,one year,1,bank withdrawal,106.0,6547.7,0.0,0.0,2863.95,9411.65
9851-qxeeq,month-to-month,1,bank withdrawal,104.7,4346.4,0.0,0.0,1957.34,6303.74
5208-hfsbt,month-to-month,1,credit card,55.05,102.75,0.0,0.0,85.1,187.85
2667-wylwj,one year,1,credit card,19.75,145.0,0.0,0.0,369.04,514.04
1092-ganhu,month-to-month,1,bank withdrawal,76.65,1313.55,0.0,0.0,520.37,1833.92
7881-evuad,month-to-month,1,bank withdrawal,42.6,72.4,0.0,0.0,0.0,72.4
5766-xqxmq,month-to-month,1,bank withdrawal,68.85,1970.5,0.0,0.0,29.58,2000.08
3703-vavcl,month-to-month,0,credit card,90.0,190.05,0.0,0.0,93.84,283.89
8519-qjgjd,month-to-month,0,bank withdrawal,75.35,1025.95,0.0,0.0,262.36,1288.31
6326-mttxk,month-to-month,0,bank withdrawal,100.85,819.55,0.0,0.0,26.16,845.71
0330-ivzha,month-to-month,0,bank withdrawal,69.95,330.15,0.0,0.0,85.4,415.55
2886-kefum,one year,1,bank withdrawal,107.5,6873.75,0.0,60.0,121.59,7055.34
4237-rlaqd,month-to-month,1,credit card,45.85,45.85,0.0,0.0,44.75,90.6
9651-gtsaq,one year,1,bank withdrawal,106.1,5769.75,0.0,0.0,1594.77,7364.52
3186-baxnb,month-to-month,0,bank withdrawal,91.7,91.7,0.0,0.0,17.23,108.93
0637-ylety,month-to-month,1,credit card,95.6,1555.65,0.0,0.0,303.84,1859.49
1157-bqcuw,month-to-month,1,bank withdrawal,74.95,74.95,0.0,0.0,30.07,105.02
2003-cklor,month-to-month,0,bank withdrawal,99.5,6710.5,0.0,0.0,1704.12,8414.62
9254-rbfon,one year,0,bank withdrawal,98.6,1704.95,0.0,0.0,91.8,1796.75
1205-wnwpj,month-to-month,1,credit card,59.5,415.95,0.0,0.0,15.68,431.63
8387-mojjt,month-to-month,1,credit card,77.95,3384.0,0.0,0.0,1428.84,4812.84
6032-krxxo,month-to-month,1,bank withdrawal,90.25,2755.35,0.0,0.0,901.8,3657.15
7459-rrwqz,month-to-month,1,bank withdrawal,64.65,994.55,0.0,0.0,713.55,1708.1
3092-ighwf,one year,0,bank withdrawal,87.4,5918.8,0.0,0.0,1902.8,7821.6
6352-twcau,month-to-month,1,bank withdrawal,86.45,3029.1,0.0,0.0,667.45,3696.55
2929-qnsrw,one year,1,bank withdrawal,98.25,5508.35,0.0,150.0,1072.96,6731.31
1262-opmfy,month-to-month,1,bank withdrawal,75.75,655.9,0.0,0.0,285.75,941.65
1899-vxwxm,one year,1,credit card,106.1,5082.8,0.0,0.0,1187.04,6269.84
3331-hqdtw,month-to-month,1,credit card,109.8,3587.25,0.0,0.0,271.66,3858.91
5442-xsdcw,month-to-month,1,bank withdrawal,79.5,868.5,0.0,50.0,146.63,1065.13
3049-ndxfl,month-to-month,0,credit card,85.8,85.8,0.0,0.0,34.47,120.27
7963-gqrmy,month-to-month,0,credit card,44.3,134.5,0.0,0.0,133.38,267.88
1228-fzfrv,month-to-month,0,credit card,105.95,5341.8,0.0,0.0,1044.0,6385.8
2058-dcjbe,month-to-month,1,bank withdrawal,69.75,324.6,0.0,0.0,155.7,480.3
5364-xyirr,month-to-month,1,bank withdrawal,94.65,4812.75,0.0,0.0,1075.08,5887.83
4829-auoax,month-to-month,0,bank withdrawal,96.05,4399.5,0.0,80.0,284.28,4763.78
9158-vctqb,month-to-month,1,bank withdrawal,113.6,4594.95,0.0,0.0,205.41,4800.36
6311-ueume,month-to-month,1,bank withdrawal,78.9,2384.15,0.0,0.0,1285.57,3669.72
6839-itvzj,month-to-month,1,bank withdrawal,60.05,1616.15,0.0,0.0,580.58,2196.73
0375-hvgxo,month-to-month,1,bank withdrawal,34.7,34.7,0.0,0.0,0.0,34.7
8593-whyhv,month-to-month,1,bank withdrawal,85.3,264.8,0.0,0.0,42.84,307.64
6097-eqisj,one year,1,credit card,102.45,6615.15,0.0,130.0,3218.82,9963.97
4423-ylhdv,month-to-month,1,bank withdrawal,104.4,2200.25,0.0,0.0,808.92,3009.17
0107-yhina,month-to-month,1,bank withdrawal,99.75,99.75,0.0,0.0,40.71,140.46
8640-sdgkb,month-to-month,1,bank withdrawal,74.4,299.7,0.0,0.0,115.56,415.26
4116-tzaqj,month-to-month,1,credit card,74.25,639.65,0.0,0.0,124.74,764.39
3877-jrjip,month-to-month,1,bank withdrawal,59.85,59.85,0.0,0.0,22.05,81.9
7511-ymxvq,month-to-month,1,bank withdrawal,45.4,418.8,0.0,20.0,0.0,438.8
7551-johti,month-to-month,0,credit card,19.5,19.5,0.0,0.0,32.45,51.95
9804-icwbg,month-to-month,1,bank withdrawal,69.9,69.9,0.0,0.0,45.5,115.4
5318-ixuzf,month-to-month,1,bank withdrawal,87.15,183.75,0.0,0.0,12.4,196.15
3198-velrd,month-to-month,1,bank withdrawal,84.75,264.85,0.0,0.0,114.27,379.12
9436-zbzct,month-to-month,1,bank withdrawal,89.95,1178.4,0.0,0.0,401.1,1579.5
7198-glxtc,month-to-month,0,bank withdrawal,79.0,143.65,0.0,0.0,97.32,240.97
0516-vrybw,one year,0,bank withdrawal,20.15,390.85,0.0,0.0,161.1,551.95
8380-pefpe,month-to-month,1,bank withdrawal,71.65,71.65,0.0,0.0,17.54,89.19
5687-dkdtv,month-to-month,0,credit card,20.35,77.5,0.0,0.0,150.64,228.14
7530-hdyds,month-to-month,1,credit card,84.25,3264.5,0.0,0.0,671.08,3935.58
3096-izetn,month-to-month,0,bank withdrawal,78.1,947.3,0.0,0.0,510.6,1457.9
5922-abdvo,month-to-month,0,credit card,89.65,1761.05,0.0,80.0,412.49,2253.54
9172-ancrx,month-to-month,1,bank withdrawal,98.7,973.25,0.0,0.0,373.6,1346.85
6910-hadcm,month-to-month,0,bank withdrawal,76.35,76.35,0.0,0.0,7.26,83.61
4816-lxzyw,month-to-month,1,bank withdrawal,79.15,1676.95,0.0,0.0,769.12,2446.07
4911-banwh,month-to-month,1,credit card,86.55,2697.4,0.0,0.0,1034.78,3732.18
8496-ejaui,month-to-month,1,credit card,73.85,1424.5,0.0,130.0,34.01,1588.51
6365-mtgzx,month-to-month,1,bank withdrawal,96.0,2122.45,0.0,0.0,594.24,2716.69
1349-wxngg,month-to-month,0,bank withdrawal,20.05,20.05,0.0,0.0,12.0,32.05
6990-ynrio,two year,0,bank withdrawal,108.65,6937.95,0.0,0.0,2722.2,9660.15
0621-twiem,month-to-month,1,bank withdrawal,45.55,402.6,0.0,0.0,344.4,747.0
2485-itvkb,month-to-month,1,bank withdrawal,35.1,68.75,0.0,10.0,0.0,78.75
3669-oysji,month-to-month,0,credit card,46.2,46.2,0.0,0.0,48.58,94.78
1612-eohdh,month-to-month,0,bank withdrawal,45.15,45.15,0.0,0.0,30.92,76.07
7517-sawmo,month-to-month,1,bank withdrawal,73.2,1441.1,0.0,0.0,489.25,1930.35
4143-hhpmk,month-to-month,1,bank withdrawal,85.35,4338.6,0.0,90.0,2502.76,6931.36
7054-lgeqw,month-to-month,0,credit card,45.95,45.95,0.0,0.0,5.12,51.07
0923-pnfub,month-to-month,0,bank withdrawal,83.75,247.25,0.0,0.0,139.08,386.33
3494-jchrq,month-to-month,1,bank withdrawal,70.05,70.05,0.0,0.0,27.89,97.94
6474-fvjlc,month-to-month,1,bank withdrawal,86.0,165.45,0.0,0.0,86.94,252.39
4547-lytdd,month-to-month,0,bank withdrawal,72.65,1194.3,0.0,0.0,751.84,1946.14
6770-xuagn,month-to-month,1,bank withdrawal,21.0,21.0,0.0,0.0,16.66,37.66
3143-ildal,month-to-month,1,bank withdrawal,94.45,5124.6,0.0,0.0,1422.96,6547.56
4720-vstsi,month-to-month,1,bank withdrawal,84.8,3862.55,0.0,0.0,1767.48,5630.03
3946-mhczw,month-to-month,0,credit card,50.9,50.9,0.0,0.0,6.95,57.85
6651-azvtj,month-to-month,1,bank withdrawal,99.8,4872.45,0.0,130.0,2300.06,7302.51
4566-goluk,month-to-month,1,bank withdrawal,107.35,5118.95,0.0,0.0,1773.78,6892.73
2484-dgxpz,month-to-month,1,credit card,19.55,658.95,0.0,0.0,932.17,1591.12
4587-nukox,month-to-month,1,bank withdrawal,79.1,246.5,0.0,0.0,97.29,343.79
8183-onmxc,month-to-month,0,bank withdrawal,80.75,159.45,0.0,0.0,10.22,169.67
9614-rmgha,month-to-month,1,bank withdrawal,91.85,5940.85,0.0,0.0,2388.75,8329.6
5054-iexzt,month-to-month,1,bank withdrawal,75.35,75.35,0.0,10.0,32.82,118.17
5834-aspwa,month-to-month,1,bank withdrawal,75.45,75.45,0.0,0.0,11.58,87.03
3948-xhgna,month-to-month,1,bank withdrawal,49.55,1210.4,0.0,0.0,345.36,1555.76
0565-iycgt,one year,1,credit card,78.6,5356.45,0.0,0.0,2027.22,7383.67
5445-utodq,month-to-month,1,bank withdrawal,81.1,576.65,0.0,0.0,81.06,657.71
1024-vrzhf,month-to-month,1,bank withdrawal,74.95,825.7,0.0,0.0,237.38,1063.08
0348-sdkol,month-to-month,1,credit card,102.1,5885.4,0.0,100.0,203.58,6188.98
4373-mavjg,month-to-month,1,bank withdrawal,90.9,1259.0,0.0,0.0,190.96,1449.96
8901-hjxtf,month-to-month,0,mailed check,29.2,309.1,0.0,0.0,0.0,309.1
5419-klxbn,month-to-month,1,bank withdrawal,89.15,2257.75,0.0,0.0,616.0,2873.75
9828-aoqlm,month-to-month,1,bank withdrawal,45.7,45.7,0.0,0.0,12.8,58.5
7615-esmyf,month-to-month,0,bank withdrawal,44.6,97.1,0.0,0.0,0.0,97.1
3858-vobet,month-to-month,1,bank withdrawal,74.95,1710.45,0.0,0.0,662.4,2372.85
1447-pjgga,two year,1,bank withdrawal,95.25,5464.65,0.0,0.0,1000.35,6465.0
8565-clbzw,month-to-month,1,mailed check,89.85,2165.05,0.0,0.0,671.28,2836.33
9139-wqqdy,one year,0,mailed check,100.45,4941.8,0.0,0.0,1292.13,6233.93
0224-hjapt,month-to-month,0,bank withdrawal,47.15,223.15,0.0,0.0,110.05,333.2
